"id","Numéro_questionnaire","Q20_ann_occup","Q11_prof_ville","Ressaltint","Ressaltext","Q11_boiss_bout","Q11_boiss_pluie","Q11_boiss_puits","Q11_boiss_autre","Q11_cafe_bout","Q11_cafe_pluie","Q11_cafe_puits","Q11_cafe_autre","Q11_repas_bout","Q11_repas_pluie","Q11_repas_puits","Q11_repas_autre","Q11_vaiss_bout","Q11_vaiss_pluie","Q11_vaiss_puits","Q11_vaiss_autre","Q11_hyg_bout","Q11_hyg_pluie","Q11_hyg_puits","Q11_hyg_autre","Q11_linge_bout","Q11_linge_pluie","Q11_linge_puits","Q11_linge_autre","Q11_nett_bout","Q11_nett_pluie","Q11_nett_puits","Q11_nett_autre","Q11_WC_bout","Q11_WC_pluie","Q11_WC_puits","Q11_WC_autre","Q11_jard_bout","Q11_jard_pluie","Q11_jard_puits","Q11_jard_autre","Q11_voit_bout","Q11_voit_pluie","Q11_voit_puits","Q11_voit_autre","Q11_ext_bout","Q11_ext_pluie","Q11_ext_puits","Q11_ext_autre","Q11_pisc_bout","Q11_pisc_pluie","Q11_pisc_puits","Q11_pisc_autre","Pondérationprov","Pondérationage","Pondérationstatut","Pondérationstatgeo","Pondérationstatgeocorr","POIDS_GeoStatAgePers1","POIDS_Geo_Stat_AgeP1_AgeL","PondArrEvol","Q1_uti_eau","Q1_conso_eau","Consoeauverif","Diffconseau","PCWC","PCWCTm1only","Q29_cit","CP","Code_postal","Commune","Arr","Arr_group","Province","Distributeur","Q14_stat_occup","Q15_type_log","Q15_autre_type_log","Q17_ann_constr","PeriodeConstr_6classes","PeriodeConstr_Simulateur","Q16_superf_hab","Q16_superf_hab_COR","Q16_superf_hab_COR_CAT","Superf_hab_Nb_Decile","Superf_hab_MoyenneDeDecile","Q16_superf_hab_CATEG","Q18_0_cuis","Q18_1_cuis","Q18_2_cuis","Q18_3plus_cuis","Nb_cuisines","Q18_0_sal","Q18_1_sal","Q18_2_sal","Q18_3plus_sal","Nb_salons","Q18_0_cham","Q18_1_cham","Q18_2_cham","Q18_3plus_cham","Nb_chambres","Q18_0_sdb","Q18_1_sdb","Q18_2_sdb","Q18_3plus_sdb","Nb_SDB","Q18_0_toil","Q18_1_toil","Q18_2_toil","Q18_3plus_toil","Nb_WC","Q11_pisc_ville","Q24_pisc_perm_pres","Q24_pisc_perm_rempl","Q24_pisc_temp_pres","Q24_pisc_temp_rempl","Q11_jard_ville","Q24_cit_pres","Q24_cit_rempl","Puits","Q23_vais_pres","Q23_vais_rempl","Q23_lav_pres","Q23_lav_rempl","Q24_baig_pres","Q24_baig_rempl","Q24_dou_pres","Q24_dou_rempl","Q24_pom_pres","Q24_pom_rempl","Q24_wc_pres","Q24_wc_rempl","Q24_toi_sech_pres","Q24_toi_sech_rempl","NB_PERS_14plus","NB_PERS_moins14","EQUIVAL_ADULTE","NB_PERS","Tmtot","Tmstdard","Q26_pers1_occ","Q26_pers2_occ","Q26_pers3_occ","Q26_pers4_occ","Q26_pers5_occ","Q26_pers6_occ","Q26_pers7_occ","Q26_pers8_occ","Q26_pers9_occ","Q26p1occ","Q26p2occ","Q26p3occ","Q26p4occ","Q26p5occ","Q26p6occ","Q26p7occ","Q26p8occ","Q26p9occ","Q27_inocc","PrésenceDansLog","PrésenceDansLogSemain","Q28_rev","Q26_pers1_naiss","Q26_pers2_naiss","Q26_pers3_naiss","Q26_pers4_naiss","Q26_pers5_naiss","Q26_pers6_naiss","Q26_pers7_naiss","Q26_pers8_naiss","Q26_pers9_naiss","AgeP1","AgeP1_5classes","Q26_pers1_sexe","Q26_pers2_sexe","Q26_pers3_sexe","Q26_pers4_sexe","Q26_pers5_sexe","Q26_pers6_sexe","Q26_pers7_sexe","Q26_pers8_sexe","Q26_pers9_sexe","Q26_pers1_act","Q26_pers2_act","Q26_pers3_act","Q26_pers4_act","Q26_pers5_act","Q26_pers6_act","Q26_pers7_act","Q26_pers8_act","Q26_pers9_act","Q26_pers1_inact","Q26_pers2_inact","Q26_pers3_inact","Q26_pers4_inact","Q26_pers5_inact","Q26_pers6_inact","Q26_pers7_inact","Q26_pers8_inact","Q26_pers9_inact","Q26_pers1_dipl","Q26_pers2_dipl","Q26_pers3_dipl","Q26_pers4_dipl","Q26_pers5_dipl","Q26_pers6_dipl","Q26_pers7_dipl","Q26_pers8_dipl","Q26_pers9_dipl","Dipl_P1_6classes","Q8_fd_eau","Q8_pas_aide","Q10_probl_fact_eau","TauxEffortHydrique","TEH2","TEH3","Q12_conf_eau","Q13_param_eau","Q7_paye_eau","Q7_paye_charg_loc","Q7_eau_1mois","Q7_eau_2mois","Q7_eau_3mois","Q7_eau_6mois","Q7_eau_1an","Factureeau1an","Factureeaucalculée","Q7_charges_1mois","Q7_charges_2mois","Q7_charges_3mois","Q7_charges_6mois","Q7_charges_1an","Q9_compt_budg_eau","Q9_lim_eau","Q9_neant"
1485,15469,1991,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non",1.0621,0.8195,0.7775,0.802,0.802,0.804743,0.57861,0.9655,"Oui",31,31.47,-0.47,172.438356,NA,"Non",7801,7801,"ATH","Ath","Ath/Mouscron/Tournai","Hainaut","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison 4 façades",NA,"Entre 1991 et 2000","Entre 1991 et 2000","de 89 à 2000",150,150,"Entre 101 et 150 m2","Entre 131 et 150 m2",146,"131 à 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Non","Non","Non","Non","Non","Oui","Non","""Non""","Non","Non","Oui","Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non",1,0,1,1,1,0.5,"La moitié de la semaine ou plus",NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,0,0,0,0,0,0,0,0,0.5,0.5,"Entre 1500 et 1999 €/mois",1956,NA,NA,NA,NA,NA,NA,NA,NA,59,"De 55 à 64 ans","Féminin",NA,NA,NA,NA,NA,NA,NA,NA,"Fonctionnaire / Enseignant",NA,NA,NA,NA,NA,NA,NA,NA,"Non concerné",NA,NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire",NA,NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.761483,"Non","Non","Confiant",NA,"Tous les mois","Pas usager",0,NA,NA,NA,NA,NA,159.911521,NA,NA,NA,NA,NA,"Non","Non","Oui"
1486,17017,1997,"Non","Non","oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non",1.0621,0.6851,0.7775,0.802,0.802,0.804743,0.811986,0.8574,"Oui",59,59.48,-0.48,54.319635,54.319635,"Non",7110,7110,"LA LOUVIERE","Soignies","Soignies","Hainaut","SWDE","Propriétaire qui rembourse un crédit hypothécaire","Maison jumelée (3 façades)",NA,"Entre 1946 et 1970","Entre 1946 et 1970","Avant 1975",100,100,"Entre 71 et 100 m2","Entre 91 et 100 m2",99,"de 81 à 100 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Oui","Non","""Non""","Non","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non",3,0,2,3,3,3,"Toute la semaine","Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,1,1,"Entre 1500 et 1999 €/mois",1955,1957,1989,NA,NA,NA,NA,NA,NA,60,"De 55 à 64 ans","Masculin","Féminin","Masculin",NA,NA,NA,NA,NA,NA,"Ouvrier","Sans emploi rémunéré","Ouvrier",NA,NA,NA,NA,NA,NA,"Non concerné","Autre","Non concerné",NA,NA,NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)",NA,"Professionnel",NA,NA,NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",1.380391,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,0,NA,NA,NA,289.882122,NA,NA,NA,NA,NA,"Non","Non","Oui"
1487,17432,2013,"Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0934,1,0.7775,0.8108,0.8108,0.8108,0.908096,0.9958,"Oui",24,24,0,NA,NA,"Non",4400,4400,"FLEMALLE","Liège","Liège","Liège","CILE","Propriétaire qui rembourse un crédit hypothécaire","Maison jumelée (3 façades)",NA,"Entre 1919 et 1945","Entre 1919 et 1945","Avant 1975",70,70,"Entre 41 et 70 m2","Entre 65 et 80 m2",76,"de 65 à 80 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Non","Non","""Non""","Oui","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","Oui","Non, j'ai toujours pu payer ma facture à temps",NA,NA,NA,"Méfiant","calcaire et impuretés fortement présents dans l'eau de distribution... signalé à la CILE mais j'attends toujours leur réaction....","Tous les 3 mois","Pas usager",NA,NA,39,NA,NA,156,145.242472,NA,NA,NA,NA,NA,"Non","Non","Oui"
1488,26565,1978,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0726,0.5401,0.7775,0.7787,0.455539,0.542964,0.488668,0.8974,"Oui",800,49.09,750.91,67.246575,67.246575,"Non",5140,5140,"SOMBREFFE","Namur","Namur","Namur","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison 4 façades",NA,"Entre 1971 et 1980","Entre 1971 et 1990","de 78 à 82",120,120,"Entre 101 et 150 m2","Entre 101 et 120 m2",115,"101 à 130 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Oui","Non","Non","""Non""","Oui","Non","Oui","Non","Oui","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non",2,0,1.5,2,2,2,"Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,20,0.615385,1,"Entre 2000 et 2499 €/mois",1942,1949,NA,NA,NA,NA,NA,NA,NA,73,"65 ans ou plus","Masculin","Féminin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Pré)pensionné","(Pré)pensionné",NA,NA,NA,NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)","Secondaire supérieur général (6ème secondaire)",NA,NA,NA,NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.895078,"Non","Non","Je n'ai pas d'avis",NA,"NSP","Pas usager",NA,NA,NA,NA,NA,NA,241.670964,NA,NA,NA,NA,NA,"Non","Non","Oui"
1492,15888,2014,"Non","Non","oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non",1.0621,4.9118,0.7775,0.802,0.802,1.070389,1.080023,0.8574,"Oui",130,131.36,-1.36,359.890411,359.890411,"Non",7061,7061,"SOIGNIES","Soignies","Soignies","Hainaut","SWDE","Propriétaire qui rembourse un crédit hypothécaire","Maison 4 façades",NA,"Entre 1946 et 1970","Entre 1946 et 1970","Avant 1975",180,180,"Entre 151 et 200 m2","Entre 176 et 200 m2",193,"Plus de 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Oui","Non","""Oui""","Oui","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non",1,0,1,1,1,1,"Toute la semaine",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,5,0.903846,1,"Entre 4500 et 4999 €/mois",1987,NA,NA,NA,NA,NA,NA,NA,NA,28,"Moins de 35 ans","Féminin",NA,NA,NA,NA,NA,NA,NA,NA,"Aucune des catégories précitées",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Universitaire",NA,NA,NA,NA,NA,NA,NA,NA,"Universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",1.093712,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,0,NA,NA,NA,623.416104,NA,NA,NA,NA,NA,"Non","Non","Oui"
1493,28962,2001,"Non","Non","oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non",1.0934,0.8195,0.7775,0.8108,0.8108,0.813573,1.134934,0.9958,"Oui",137,137,0,93.835616,93.835616,"Non",4870,4870,"TROOZ","Liège","Liège","Liège","CILE","Propriétaire qui rembourse un crédit hypothécaire","Maison jumelée (3 façades)",NA,"Avant 1875","Avant 1919","Avant 1975",150,150,"Entre 101 et 150 m2","Entre 131 et 150 m2",146,"131 à 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Non","Oui","Non",2,"Non","Non","Oui","Non",2,"Non","Non","Non","Non","Non","Non","Oui","Non","""Non""","Oui","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non","Oui","Non","Non","Non",4,0,2.5,4,4,4,"Toute la semaine","Toute la semaine","Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,1,1,"Entre 4500 et 4999 €/mois",1957,1968,1995,2000,NA,NA,NA,NA,NA,58,"De 55 à 64 ans","Masculin","Féminin","Féminin","Masculin",NA,NA,NA,NA,NA,"Sans emploi rémunéré","Profession libérale (médecin, avocat, etc.)","Aucune des catégories précitées","Aucune des catégories précitées",NA,NA,NA,NA,NA,"Demandeur d'emploi","Non concerné","Etudiant/Elève","Etudiant/Elève",NA,NA,NA,NA,NA,"Universitaire","Universitaire","Secondaire supérieur général (6ème secondaire)","Secondaire inférieur (3ème secondaire)",NA,NA,NA,NA,NA,"Universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",1.144009,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,167,NA,NA,668,652.085182,NA,NA,NA,NA,NA,"Non","Non","Oui"
1494,21054,1993,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0621,0.8195,0.7775,0.802,0.802,0.804743,0.811986,1.2527,"Oui",68,69.33,-1.33,237.431507,NA,"Non",7000,7000,"MONS","Mons","Mons","Hainaut","SWDE","Propriétaire qui rembourse un crédit hypothécaire","Maison mitoyenne (2 façades)",NA,"Entre 1946 et 1970","Entre 1946 et 1970","Avant 1975",125,125,"Entre 101 et 150 m2","Entre 121 et 130 m2",128,"101 à 130 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Non","Oui","Non",2,"Non","Non","Oui","Non",2,"Non","Non","Non","Non","Non","Oui","Non","Non","""Non""","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non",3,0,2,3,3,0.8,"La moitié de la semaine ou plus","Moins de la moitié de la semaine","Moins de la moitié de la semaine",NA,NA,NA,NA,NA,NA,0.5,0.15,0.15,0,0,0,0,0,0,2,0.480769,0.5,"Entre 2500 et 2999 €/mois",1960,1963,1995,NA,NA,NA,NA,NA,NA,55,"De 55 à 64 ans","Masculin","Féminin","Féminin",NA,NA,NA,NA,NA,NA,"Fonctionnaire / Enseignant","Fonctionnaire / Enseignant","Fonctionnaire / Enseignant",NA,NA,NA,NA,NA,NA,"Non concerné","Non concerné","Non concerné",NA,NA,NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)","Supérieur non universitaire","Secondaire supérieur général (6ème secondaire)",NA,NA,NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",1.016932,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,110,NA,NA,440,335.5876,NA,NA,NA,NA,NA,"Non","Non","Oui"
1495,28854,2007,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0621,1,0.7775,0.802,0.802,0.802,0.89824,1.2527,"Oui",10,188.71,-178.71,NA,NA,"Non",7012,7012,"MONS","Mons","Mons","Hainaut","SWDE","Propriétaire qui rembourse un crédit hypothécaire","Autre","maison mitoyenne 1 facade","Entre 1919 et 1945","Entre 1919 et 1945","Avant 1975",80,80,"Entre 71 et 100 m2","Entre 65 et 80 m2",76,"de 65 à 80 m²","Non","Oui","Non","Non",1,"Oui","Non","Non","Non",0,"Non","Non","Oui","Non",2,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Non","Non","""Non""","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","Non","Oui c'est déjà arrivé que je ne puisse pas payer ma facture à temps",NA,NA,NA,"Confiant",NA,"Tous les mois","Pas usager",70,NA,NA,NA,NA,840,889.528707,NA,NA,NA,NA,NA,"Non","Non","Oui"
1498,21716,1991,"Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",0.7319,0.6851,0.7775,0.554,0.554,0.555895,0.399688,1.0732,"Oui",101,101,0,92.237443,92.237443,"Non",1380,1380,"LASNE","Nivelles","Nivelles","Brabant Wallon","IECBW","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison 4 façades",NA,"Entre 1991 et 2000","Entre 1991 et 2000","de 89 à 2000",180,180,"Entre 151 et 200 m2","Entre 176 et 200 m2",193,"Plus de 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Non","Oui","Non",2,"Non","Non","Oui","Non",2,"Non","Non","Non","Oui","Non","Oui","Oui","Non","""Non""","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non",3,0,2,3,3,3,"Toute la semaine","Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,1,1,"Entre 2500 et 2999 €/mois",1955,1961,1991,NA,NA,NA,NA,NA,NA,60,"De 55 à 64 ans","Masculin","Féminin","Féminin",NA,NA,NA,NA,NA,NA,"Indépendant","Fonctionnaire / Enseignant","Employé du secteur privé",NA,NA,NA,NA,NA,NA,"Non concerné","Non concerné","Non concerné",NA,NA,NA,NA,NA,NA,"Universitaire","Supérieur non universitaire","Professionnel",NA,NA,NA,NA,NA,NA,"Universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",1.305623,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,0,NA,NA,NA,430.85555,NA,NA,NA,NA,NA,"Non","Non","Oui"
1499,21475,2010,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",0.7319,1.6206,0.7775,0.554,0.652612,0.788181,0.795275,1.0732,"Oui",91,91,0,62.328767,62.328767,"Non",1300,1300,"WAVRE","Nivelles","Nivelles","Brabant Wallon","IECBW","Propriétaire qui rembourse un crédit hypothécaire","Maison mitoyenne (2 façades)",NA,"Entre 1946 et 1970","Entre 1946 et 1970","Avant 1975",180,180,"Entre 151 et 200 m2","Entre 176 et 200 m2",193,"Plus de 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Non","Non","Non","Non","Oui","Non","Non","""Non""","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non","Non",2,2,2.1,4,4,4,"Toute la semaine","Toute la semaine","Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,3,0.942308,1,"Entre 3500 et 3999 €/mois",1979,1978,2009,2012,NA,NA,NA,NA,NA,36,"De 35 à 44 ans","Masculin","Féminin","Féminin","Masculin",NA,NA,NA,NA,NA,"Indépendant","Fonctionnaire / Enseignant","Aucune des catégories précitées","Aucune des catégories précitées",NA,NA,NA,NA,NA,"Non concerné","Non concerné","Etudiant/Elève","Etudiant/Elève",NA,NA,NA,NA,NA,"Supérieur non universitaire","Supérieur non universitaire",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.865178,"Non","Non","Ni confiant, ni méfiant","l'eau est trop dure","Tous les 3 mois","Pas usager",NA,NA,101,NA,NA,404,389.33005,NA,NA,NA,NA,NA,"Non","Non","Oui"
1502,22173,1971,"Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non",1.0621,0.5401,0.7775,0.802,0.46917,0.559211,0.503289,0.65,"Oui",17,17.22,-0.22,23.589041,23.589041,"Non",7501,7501,"TOURNAI","Tournai","Ath/Mouscron/Tournai","Hainaut","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison jumelée (3 façades)",NA,"Entre 1971 et 1980","Entre 1971 et 1990","de 78 à 82",110,110,"Entre 101 et 150 m2","Entre 101 et 120 m2",115,"101 à 130 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Oui","Non","""Non""","Oui","Oui","Oui","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non",2,0,1.5,2,2,2,"Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,4,0.923077,1,"Entre 4000 et 4499 €/mois",1945,1948,NA,NA,NA,NA,NA,NA,NA,70,"65 ans ou plus","Masculin","Féminin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Pré)pensionné","(Pré)pensionné",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Supérieur non universitaire",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.265049,"Non","Non","Plutot méfiant","ODEUR ET RUMEURS","Tous les 3 mois","Pas usager",NA,NA,33,NA,NA,132,135.174857,NA,NA,NA,NA,NA,"Non","Non","Oui"
